16 Bit ADC acqisition competed 1.1.2010 at 3:08:32

Multichannel modes: 4 Channels;
Time resolution = 0,02 ms.;
Triger position = 2,56 ms.;
Samples before = 128 smpl.;  Samples after = 16256 smpl.;
Kv VHX = 5;
Kv VHY = 5;
Kv VHZ = 5;
Kv VCX, Kv VCY, Kv VCZ =  30;
Reference Channal = 1: REF

1 column: Dot, mSec;
2 column: REF, mV;
3 column: VHX, mT;
4 column: VHY, mT;
5 column: VHZ, mT;

0,02;	 0.000;	-0.856;	-4.491;	 1.573;
213,26;	 0.000;	-1.065;	-4.438;	 2.013;
213,28;	 0.000;	-1.012;	-4.279;	 1.848;
213,3;	 0.000;	-0.595;	-4.279;	 1.573;
213,32;	 0.000;	-0.752;	-4.703;	 1.848;
213,34;	 0.000;	-0.700;	-3.960;	 1.134;
213,36;	 0.000;	-0.595;	-3.854;	 1.079;
213,38;	 0.000;	-0.856;	-4.544;	 1.793;
213,4;	 0.000;	-0.543;	-4.066;	 1.024;
213,42;	 0.000;	-0.491;	-3.695;	 1.024;
213,44;	 0.000;	-0.491;	-4.491;	 1.848;
213,46;	 0.000;	-0.960;	-3.960;	 1.353;
213,48;	 0.000;	-0.752;	-4.226;	 1.573;
213,5;	 0.000;	-1.012;	-4.119;	 1.518;
213,52;	 0.000;	-0.856;	-4.650;	 1.848;
213,54;	 0.000;	-0.334;	-3.748;	 0.969;
213,56;	 0.000;	-0.804;	-4.013;	 1.683;
213,58;	 0.000;	-0.908;	-4.810;	 2.068;
213,6;	 0.000;	-0.595;	-3.429;	 1.079;
213,62;	 0.000;	-1.012;	-4.173;	 1.408;
213,64;	 0.000;	-0.908;	-4.385;	 1.408;
213,66;	 0.000;	-0.647;	-4.491;	 1.573;
213,68;	 0.000;	-0.856;	-4.810;	 1.353;
213,7;	 0.000;	-0.334;	-4.119;	 1.243;
213,72;	 0.000;	-0.960;	-4.863;	 1.463;
213,74;	 0.000;	-1.065;	-4.703;	 1.408;
213,76;	 0.000;	-0.439;	-4.438;	 1.134;
213,78;	 0.000;	-0.491;	-4.226;	 1.848;
213,8;	 0.000;	-0.595;	-4.491;	 1.738;
213,82;	 0.000;	-0.752;	-3.429;	 0.914;
213,84;	 0.000;	-1.012;	-4.385;	 1.848;
213,86;	 0.000;	-1.065;	-4.491;	 2.013;
213,88;	 0.000;	-0.804;	-3.907;	 1.738;
213,9;	 0.000;	-0.647;	-3.907;	 0.969;
213,92;	 0.000;	-0.752;	-3.642;	 1.408;
213,94;	 0.000;	-0.752;	-4.385;	 1.408;
213,96;	 0.000;	-0.439;	-4.385;	 1.793;
213,98;	 0.000;	-0.595;	-4.385;	 1.683;
214;	 0.000;	-0.647;	-4.332;	 1.298;
214,02;	 0.000;	-0.126;	-3.429;	 0.584;
214,04;	 0.000;	-0.491;	-4.650;	 1.628;
214,06;	 0.000;	-0.543;	-3.801;	 0.584;
214,08;	 0.000;	-0.334;	-4.173;	 1.408;
214,1;	 0.000;	-0.491;	-4.597;	 1.848;
214,12;	 0.000;	-0.752;	-4.703;	 1.903;
214,14;	 0.000;	-0.804;	-4.173;	 1.573;
214,16;	 0.000;	-0.700;	-3.854;	 0.749;
214,18;	 0.000;	-0.647;	-4.173;	 1.573;
214,2;	 0.000;	-0.804;	-3.907;	 1.793;
214,22;	 0.000;	-1.273;	-4.597;	 2.397;
214,24;	 0.000;	-0.700;	-3.482;	 1.298;
214,26;	 0.000;	-0.647;	-3.907;	 1.408;
214,28;	 0.000;	-0.647;	-4.385;	 2.013;
214,3;	 0.000;	-1.012;	-4.544;	 1.079;
214,32;	 0.000;	-0.752;	-4.544;	 1.683;
214,34;	 0.000;	-0.595;	-4.438;	 1.573;
214,36;	 0.000;	-0.595;	-4.173;	 1.188;
214,38;	 0.000;	-0.334;	-4.119;	 1.298;
214,4;	 0.000;	-0.126;	-4.119;	 1.079;
214,42;	 0.000;	-0.387;	-4.013;	 1.188;
214,44;	 0.000;	-0.230;	-4.173;	 1.573;
214,46;	 0.000;	-1.117;	-3.907;	 1.298;
214,48;	 0.000;	-1.117;	-4.703;	 1.573;
214,5;	 0.000;	-0.856;	-4.226;	 2.013;
214,52;	 0.000;	-0.700;	-4.119;	 1.353;
214,54;	 0.000;	-0.543;	-4.066;	 1.298;
214,56;	 0.000;	-0.595;	-4.279;	 1.683;
214,58;	 0.000;	-0.856;	-4.491;	 1.079;
214,6;	 0.000;	-1.065;	-4.544;	 1.573;
214,62;	 0.000;	-0.334;	-3.854;	 1.024;
214,64;	 0.000;	-0.804;	-4.438;	 1.628;
214,66;	 0.000;	-0.647;	-4.013;	 1.408;
214,68;	 0.000;	-0.543;	-4.385;	 1.243;
214,7;	 0.000;	-0.752;	-4.650;	 1.408;
214,72;	 0.000;	-0.543;	-4.119;	 1.188;
214,74;	 0.000;	-0.647;	-4.279;	 1.188;
214,76;	 0.000;	-0.126;	-3.960;	 1.243;
214,78;	 0.000;	-0.700;	-4.385;	 1.463;
214,8;	 0.000;	-0.543;	-4.226;	 1.408;
214,82;	 0.000;	-0.856;	-4.438;	 2.013;
214,84;	 0.000;	-0.595;	-3.907;	 1.463;
214,86;	 0.000;	-0.856;	-4.544;	 1.793;
214,88;	 0.000;	-0.543;	-4.226;	 1.683;
214,9;	 0.000;	-1.065;	-4.863;	 2.232;
214,92;	 0.000;	-0.387;	-3.748;	 1.134;
214,94;	 0.000;	-0.543;	-3.801;	 1.134;
214,96;	 0.000;	-0.334;	-4.013;	 1.134;
214,98;	 0.000;	-1.065;	-4.544;	 1.793;
215;	 0.000;	-0.856;	-4.650;	 1.628;
215,02;	 0.000;	-0.230;	-4.385;	 1.573;
215,04;	 0.000;	-0.804;	-4.385;	 0.969;
215,06;	 0.000;	-0.647;	-4.119;	 1.353;
215,08;	 0.000;	-0.334;	-4.066;	 1.463;
215,1;	 0.000;	-0.230;	-4.279;	 1.134;
215,12;	 0.000;	-0.856;	-4.491;	 1.518;
215,14;	 0.000;	-0.856;	-4.279;	 1.188;
215,16;	 0.000;	-0.647;	-4.491;	 1.573;
215,18;	 0.000;	-1.065;	-4.650;	 1.573;
215,2;	 0.000;	-0.856;	-4.173;	 1.628;
215,22;	 0.000;	-0.700;	-4.013;	 1.628;
215,24;	 0.000;	-0.543;	-3.854;	 1.518;
215,26;	 0.000;	-0.700;	-4.119;	 1.298;
215,28;	 0.000;	-0.543;	-4.173;	 1.463;
215,3;	 0.000;	-0.543;	-4.597;	 1.903;
215,32;	 0.000;	-0.647;	-4.226;	 1.353;
215,34;	 0.000;	-0.856;	-4.810;	 1.848;
215,36;	 0.000;	-0.178;	-4.279;	 1.298;
215,38;	 0.000;	 0.031;	-3.854;	 1.024;
215,4;	 0.000;	-0.595;	-4.119;	 0.804;
215,42;	 0.000;	-0.282;	-4.173;	 1.188;
215,44;	 0.000;	-0.647;	-4.013;	 1.188;
215,46;	 0.000;	-0.439;	-4.226;	 1.353;
215,48;	 0.000;	-0.647;	-4.066;	 1.573;
215,5;	 0.000;	-0.908;	-4.597;	 1.628;
215,52;	 0.000;	-0.856;	-4.597;	 1.793;
215,54;	 0.000;	-0.282;	-3.907;	 1.353;
215,56;	 0.000;	-0.908;	-4.226;	 1.628;
215,58;	 0.000;	-0.647;	-4.385;	 1.793;
215,6;	 0.000;	-0.491;	-4.066;	 1.243;
215,62;	 0.000;	-0.387;	-4.332;	 1.243;
215,64;	 0.000;	-0.856;	-4.757;	 1.573;
215,66;	 0.000;	-1.169;	-4.650;	 1.573;
215,68;	 0.000;	-0.856;	-5.022;	 2.177;
215,7;	 0.000;	-0.387;	-3.695;	 1.298;
215,72;	 0.000;	-0.543;	-4.491;	 1.463;
215,74;	 0.000;	-0.178;	-4.013;	 0.859;
215,76;	 0.000;	-0.334;	-4.279;	 0.969;
215,78;	 0.000;	-0.856;	-4.810;	 1.628;
215,8;	 0.000;	-0.595;	-4.066;	 1.024;
215,82;	 0.000;	-0.387;	-3.695;	 1.298;
215,84;	 0.000;	-0.543;	-4.066;	 1.079;
215,86;	 0.000;	-0.595;	-3.801;	 0.914;
215,88;	 0.000;	-0.647;	-4.544;	 1.518;
215,9;	 0.000;	-0.700;	-4.279;	 1.353;
215,92;	 0.000;	-0.908;	-4.597;	 1.628;
215,94;	 0.000;	-0.439;	-3.960;	 1.353;
215,96;	 0.000;	-0.647;	-4.597;	 1.573;
215,98;	 0.000;	-0.491;	-4.173;	 1.353;
216;	 0.000;	-0.804;	-4.597;	 1.958;
216,02;	 0.000;	-0.700;	-4.226;	 1.188;
216,04;	 0.000;	-0.282;	-4.226;	 0.859;
216,06;	 0.000;	-0.022;	-4.385;	 0.969;
216,08;	 0.000;	-0.647;	-4.332;	 1.353;
216,1;	 0.000;	-0.387;	-4.119;	 1.353;
216,12;	 0.000;	-0.647;	-4.385;	 1.793;
216,14;	 0.000;	-0.543;	-4.279;	 1.518;
216,16;	 0.000;	-1.012;	-4.491;	 1.573;
216,18;	 0.000;	-0.752;	-4.438;	 1.573;
216,2;	 0.000;	-0.908;	-4.810;	 2.068;
216,22;	 0.000;	-0.647;	-4.173;	 1.518;
216,24;	 0.000;	-0.282;	-3.960;	 1.134;
216,26;	 0.000;	-0.543;	-4.279;	 1.738;
216,28;	 0.000;	-0.856;	-4.279;	 1.188;
216,3;	 0.000;	-0.908;	-4.863;	 2.068;
216,32;	 0.000;	-0.543;	-4.491;	 1.628;
216,34;	 0.000;	-0.387;	-3.960;	 1.298;
216,36;	 0.000;	-0.804;	-4.810;	 1.793;
216,38;	 0.000;	-0.126;	-3.854;	 0.914;
216,4;	 0.000;	-0.647;	-4.385;	 1.628;
216,42;	 0.000;	-0.126;	-4.279;	 1.408;
216,44;	 0.000;	-0.908;	-4.119;	 1.134;
216,46;	 0.000;	-0.960;	-4.226;	 1.243;
216,48;	 0.000;	-1.273;	-4.810;	 1.793;
216,5;	 0.000;	-0.647;	-4.332;	 1.408;
216,52;	 0.000;	-0.960;	-4.969;	 2.177;
216,54;	 0.000;	-0.491;	-4.013;	 1.353;
216,56;	 0.000;	-0.960;	-4.650;	 1.683;
216,58;	 0.000;	-0.908;	-4.491;	 1.573;
216,6;	 0.000;	-0.856;	-4.597;	 1.628;
216,62;	 0.000;	-0.387;	-4.066;	 1.079;
216,64;	 0.000;	-1.273;	-4.385;	 1.793;
216,66;	 0.000;	-0.334;	-4.438;	 1.463;
216,68;	 0.000;	-0.647;	-4.597;	 1.188;
216,7;	 0.000;	-0.334;	-4.279;	 1.298;
216,72;	 0.000;	-0.856;	-4.597;	 1.628;
216,74;	 0.000;	-0.595;	-4.173;	 1.518;
216,76;	 0.000;	-0.334;	-3.907;	 1.353;
216,78;	 0.000;	-0.282;	-4.279;	 1.518;
216,8;	 0.000;	-0.908;	-5.234;	 2.452;
216,82;	 0.000;	-1.117;	-4.650;	 1.848;
216,84;	 0.000;	-0.647;	-3.535;	 1.188;
216,86;	 0.000;	-0.908;	-4.544;	 2.013;
216,88;	 0.000;	-0.856;	-4.438;	 1.683;
216,9;	 0.000;	-0.595;	-3.642;	 1.079;
216,92;	 0.000;	-0.439;	-4.385;	 1.573;
216,94;	 0.000;	-0.752;	-4.385;	 1.463;
216,96;	 0.000;	-1.117;	-4.279;	 1.738;
216,98;	 0.000;	-0.856;	-4.916;	 2.013;
217;	 0.000;	-0.439;	-3.907;	 1.243;
217,02;	 0.000;	-0.282;	-4.226;	 1.463;
217,04;	 0.000;	-0.334;	-4.332;	 1.353;
217,06;	 0.000;	-0.387;	-4.385;	 1.408;
217,08;	 0.000;	-0.647;	-4.597;	 2.232;
217,1;	 0.000;	-0.856;	-4.173;	 1.628;
217,12;	 0.000;	-0.700;	-4.119;	 1.188;
217,14;	 0.000;	-0.700;	-4.385;	 1.628;
217,16;	 0.000;	-0.856;	-4.491;	 1.848;
217,18;	 0.000;	-1.065;	-4.438;	 2.287;
217,2;	 0.000;	-0.491;	-3.429;	 1.134;
217,22;	 0.000;	-0.595;	-4.226;	 1.958;
217,24;	 0.000;	-0.334;	-4.066;	 1.683;
217,26;	 0.000;	-0.908;	-4.332;	 2.123;
217,28;	 0.000;	-0.700;	-3.960;	 1.573;
217,3;	 0.000;	-0.856;	-4.597;	 1.848;
217,32;	 0.000;	-0.647;	-4.650;	 1.793;
217,34;	 0.000;	-1.273;	-4.597;	 1.628;
217,36;	 0.000;	-0.960;	-4.173;	 0.969;
217,38;	 0.000;	-0.439;	-4.650;	 1.573;
217,4;	 0.000;	-0.439;	-4.013;	 1.134;
217,42;	 0.000;	-0.595;	-4.438;	 1.518;
217,44;	 0.000;	-0.856;	-4.969;	 1.793;
217,46;	 0.000;	-0.647;	-4.332;	 1.738;
217,48;	 0.000;	-0.804;	-4.013;	 1.188;
217,5;	 0.000;	-0.491;	-4.385;	 1.353;
217,52;	 0.000;	-0.595;	-3.376;	 0.969;
217,54;	 0.000;	-0.908;	-4.438;	 1.903;
217,56;	 0.000;	-0.960;	-4.119;	 1.573;
217,58;	 0.000;	-0.595;	-4.119;	 1.518;
217,6;	 0.000;	-0.595;	-3.482;	 1.353;
217,62;	 0.000;	-0.647;	-4.332;	 1.793;
217,64;	 0.000;	-0.908;	-3.960;	 1.298;
217,66;	 0.000;	-0.543;	-4.491;	 1.738;
217,68;	 0.000;	-0.334;	-4.013;	 1.024;
217,7;	 0.000;	-0.647;	-4.757;	 1.573;
217,72;	 0.000;	-0.439;	-4.597;	 1.628;
217,74;	 0.000;	-0.439;	-3.642;	 0.969;
217,76;	 0.000;	-0.647;	-4.597;	 1.958;
217,78;	 0.000;	-0.908;	-4.544;	 1.848;
217,8;	 0.000;	-0.804;	-3.854;	 1.573;
217,82;	 0.000;	-1.273;	-5.022;	 2.232;
217,84;	 0.000;	-0.491;	-3.854;	 1.134;
217,86;	 0.000;	-0.960;	-4.650;	 1.903;
217,88;	 0.000;	-0.960;	-4.332;	 1.958;
217,9;	 0.000;	-0.908;	-4.385;	 1.848;
217,92;	 0.000;	-0.543;	-3.376;	 0.804;
217,94;	 0.000;	-0.595;	-4.173;	 2.013;
217,96;	 0.000;	-1.221;	-3.748;	 1.573;
217,98;	 0.000;	-0.439;	-3.960;	 0.969;
218;	 0.000;	-0.334;	-3.907;	 0.859;
218,02;	 0.000;	-0.491;	-4.332;	 1.518;
218,04;	 0.000;	-0.230;	-3.854;	 0.969;
218,06;	 0.000;	-0.491;	-4.438;	 1.683;
218,08;	 0.000;	-0.439;	-4.385;	 1.243;
218,1;	 0.000;	-0.230;	-3.960;	 1.628;
218,12;	 0.000;	-0.595;	-4.013;	 1.353;
218,14;	 0.000;	-0.960;	-4.173;	 1.573;
218,16;	 0.000;	-1.065;	-4.385;	 1.848;
218,18;	 0.000;	-0.856;	-4.173;	 1.793;
218,2;	 0.000;	-0.491;	-4.385;	 1.793;
218,22;	 0.000;	-0.700;	-4.013;	 1.573;
218,24;	 0.000;	-0.856;	-4.385;	 1.903;
218,26;	 0.000;	-0.752;	-4.066;	 1.683;
218,28;	 0.000;	-0.804;	-4.119;	 1.738;
218,3;	 0.000;	-0.856;	-4.332;	 1.903;
218,32;	 0.000;	-1.273;	-4.013;	 1.408;
218,34;	 0.000;	-0.178;	-3.801;	 0.694;
218,36;	 0.000;	-0.700;	-4.597;	 1.683;
218,38;	 0.000;	-0.647;	-4.438;	 1.848;
218,4;	 0.000;	-0.595;	-3.482;	 0.859;
218,42;	 0.000;	-0.647;	-4.385;	 1.573;
218,44;	 0.000;	-0.387;	-4.119;	 1.298;
218,46;	 0.000;	-0.647;	-4.279;	 1.243;
218,48;	 0.000;	-0.804;	-4.597;	 1.628;
218,5;	 0.000;	-0.647;	-4.226;	 1.353;
218,52;	 0.000;	-0.752;	-4.279;	 1.848;
218,54;	 0.000;	-0.908;	-4.757;	 2.123;
218,56;	 0.000;	-1.117;	-4.173;	 1.353;
218,58;	 0.000;	-0.908;	-4.279;	 1.683;
218,6;	 0.000;	-0.752;	-3.429;	 1.079;
218,62;	 0.000;	-0.908;	-4.385;	 1.628;
218,64;	 0.000;	-0.387;	-4.332;	 1.683;
218,66;	 0.000;	-1.065;	-4.279;	 1.573;
218,68;	 0.000;	-1.012;	-3.907;	 1.353;
218,7;	 0.000;	-0.647;	-4.438;	 1.573;
218,72;	 0.000;	-0.334;	-3.960;	 1.134;
218,74;	 0.000;	-1.012;	-4.173;	 1.243;
218,76;	 0.000;	-0.960;	-4.491;	 1.958;
218,78;	 0.000;	-0.543;	-4.544;	 1.903;
218,8;	 0.000;	-0.804;	-4.438;	 1.848;
218,82;	 0.000;	-0.804;	-4.173;	 1.353;
218,84;	 0.000;	-0.700;	-4.385;	 1.408;
218,86;	 0.000;	-0.752;	-4.226;	 1.463;
218,88;	 0.000;	-0.856;	-4.650;	 1.848;
218,9;	 0.000;	-0.700;	-4.066;	 0.969;
218,92;	 0.000;	-0.647;	-4.438;	 1.793;
218,94;	 0.000;	-0.908;	-4.544;	 1.793;
218,96;	 0.000;	-1.065;	-4.597;	 1.738;
218,98;	 0.000;	-0.752;	-4.385;	 1.738;
219;	 0.000;	-0.647;	-4.650;	 1.628;
219,02;	 0.000;	-0.700;	-3.748;	 0.969;
219,04;	 0.000;	-0.647;	-4.332;	 1.024;
219,06;	 0.000;	-0.856;	-4.757;	 1.188;
219,08;	 0.000;	-0.334;	-4.332;	 1.463;
219,1;	 0.000;	-0.804;	-4.279;	 1.243;
219,12;	 0.000;	-0.543;	-4.226;	 1.628;
219,14;	 0.000;	-1.117;	-4.279;	 1.793;
219,16;	 0.000;	-0.856;	-4.544;	 1.903;
219,18;	 0.000;	-0.856;	-4.385;	 1.793;
219,2;	 0.000;	-0.595;	-4.066;	 1.738;
219,22;	 0.000;	-1.065;	-4.066;	 1.683;
219,24;	 0.000;	-0.804;	-4.279;	 1.683;
219,26;	 0.000;	-0.856;	-4.332;	 1.793;
219,28;	 0.000;	-1.273;	-4.119;	 1.628;
219,3;	 0.000;	-0.700;	-4.279;	 1.408;
219,32;	 0.000;	-0.752;	-4.279;	 1.408;
219,34;	 0.000;	-0.804;	-4.491;	 1.683;
219,36;	 0.000;	-0.543;	-4.438;	 1.353;
219,38;	 0.000;	-0.647;	-4.385;	 1.353;
219,4;	 0.000;	-0.543;	-3.535;	 0.749;
219,42;	 0.000;	-0.543;	-4.226;	 1.134;
219,44;	 0.000;	-1.117;	-4.385;	 1.628;
219,46;	 0.000;	-0.700;	-4.438;	 1.573;
219,48;	 0.000;	-0.700;	-3.588;	 1.243;
219,5;	 0.000;	-1.221;	-4.491;	 1.793;
219,52;	 0.000;	-1.065;	-4.385;	 2.013;
219,54;	 0.000;	-0.543;	-4.491;	 2.123;
219,56;	 0.000;	-0.752;	-3.270;	 1.079;
219,58;	 0.000;	-0.908;	-3.588;	 1.188;
219,6;	 0.000;	-0.960;	-4.279;	 1.518;
219,62;	 0.000;	-0.439;	-4.013;	 1.353;
219,64;	 0.000;	-0.700;	-4.385;	 1.353;
219,66;	 0.000;	-0.387;	-4.438;	 1.628;
219,68;	 0.000;	-0.543;	-4.385;	 1.463;
219,7;	 0.000;	-0.647;	-4.332;	 1.243;
219,72;	 0.000;	-0.595;	-4.279;	 1.298;
219,74;	 0.000;	-0.022;	-4.173;	 1.463;
219,76;	 0.000;	-0.647;	-4.650;	 1.408;
219,78;	 0.000;	-0.595;	-4.173;	 1.408;
219,8;	 0.000;	-0.647;	-4.385;	 1.848;
219,82;	 0.000;	-0.700;	-4.279;	 1.628;
219,84;	 0.000;	-0.856;	-4.438;	 1.958;
219,86;	 0.000;	-0.752;	-3.907;	 1.463;
219,88;	 0.000;	-0.908;	-4.597;	 1.628;
219,9;	 0.000;	-0.178;	-3.854;	 1.463;
219,92;	 0.000;	-0.804;	-4.066;	 1.463;
219,94;	 0.000;	-0.439;	-4.119;	 1.353;
219,96;	 0.000;	-0.595;	-4.332;	 1.353;
219,98;	 0.000;	-0.700;	-4.385;	 1.408;
220;	 0.000;	-0.752;	-4.385;	 0.969;
220,02;	 0.000;	-0.700;	-4.279;	 1.188;
220,04;	 0.000;	-0.856;	-5.022;	 1.848;
220,06;	 0.000;	-0.439;	-4.385;	 1.134;
220,08;	 0.000;	-0.439;	-4.438;	 1.353;
220,1;	 0.000;	-0.282;	-4.119;	 1.518;
220,12;	 0.000;	-0.022;	-4.226;	 1.518;
220,14;	 0.000;	-1.012;	-4.385;	 1.793;
220,16;	 0.000;	-0.752;	-4.279;	 1.518;
220,18;	 0.000;	-0.491;	-4.226;	 1.683;
220,2;	 0.000;	-0.908;	-4.650;	 2.232;
220,22;	 0.000;	-0.647;	-4.173;	 1.573;
220,24;	 0.000;	-0.856;	-4.650;	 1.738;
220,26;	 0.000;	-0.491;	-4.066;	 1.188;
220,28;	 0.000;	-0.387;	-3.854;	 1.024;
220,3;	 0.000;	-0.700;	-4.226;	 1.573;
220,32;	 0.000;	-0.595;	-4.385;	 1.353;
220,34;	 0.000;	-0.439;	-4.226;	 0.804;
220,36;	 0.000;	-0.387;	-4.066;	 0.969;
220,38;	 0.000;	-0.387;	-4.173;	 1.353;
220,4;	 0.000;	-0.282;	-4.013;	 1.353;
220,42;	 0.000;	-0.282;	-3.854;	 1.134;
220,44;	 0.000;	-0.804;	-4.650;	 2.177;
220,46;	 0.000;	-0.439;	-4.385;	 1.848;
220,48;	 0.000;	-0.543;	-3.960;	 1.573;
220,5;	 0.000;	-0.647;	-4.491;	 1.188;
220,52;	 0.000;	-0.647;	-3.960;	 1.738;
220,54;	 0.000;	-0.804;	-4.013;	 1.408;
220,56;	 0.000;	-0.282;	-3.482;	 0.694;
220,58;	 0.000;	-0.856;	-4.757;	 1.848;
220,6;	 0.000;	-0.334;	-3.854;	 0.749;
220,62;	 0.000;	-0.595;	-4.013;	 0.694;
220,64;	 0.000;	-0.647;	-4.173;	 1.079;
220,66;	 0.000;	-1.117;	-4.597;	 1.628;
220,68;	 0.000;	-0.334;	-4.013;	 0.804;
220,7;	 0.000;	-0.908;	-4.757;	 1.518;
220,72;	 0.000;	 0.083;	-3.535;	 0.529;
220,74;	 0.000;	-0.282;	-3.960;	 1.134;
220,76;	 0.000;	-0.491;	-4.013;	 1.188;
220,78;	 0.000;	-0.491;	-4.279;	 0.859;
220,8;	 0.000;	-0.595;	-3.854;	 1.298;
220,82;	 0.000;	-0.543;	-3.907;	 1.353;
220,84;	 0.000;	-0.647;	-4.544;	 1.958;
220,86;	 0.000;	-0.074;	-4.013;	 0.969;
220,88;	 0.000;	-0.543;	-3.854;	 1.463;
220,9;	 0.000;	-0.543;	-3.642;	 1.079;
220,92;	 0.000;	-0.908;	-3.960;	 1.408;
220,94;	 0.000;	-0.647;	-3.960;	 1.353;
220,96;	 0.000;	-0.647;	-4.119;	 1.408;
220,98;	 0.000;	-0.543;	-4.332;	 1.518;
221;	 0.000;	-0.752;	-4.544;	 0.914;
221,02;	 0.000;	-0.595;	-4.491;	 1.188;
221,04;	 0.000;	-0.647;	-4.810;	 1.848;
221,06;	 0.000;	-0.856;	-4.757;	 1.298;
221,08;	 0.000;	-0.387;	-3.960;	 0.859;
221,1;	 0.000;	-0.491;	-4.173;	 1.243;
221,12;	 0.000;	-0.647;	-4.385;	 1.628;
221,14;	 0.000;	-0.908;	-4.757;	 2.068;
221,16;	 0.000;	-0.856;	-4.385;	 1.848;
221,18;	 0.000;	-0.804;	-4.544;	 1.353;
221,2;	 0.000;	-1.273;	-4.597;	 2.013;
221,22;	 0.000;	-0.334;	-3.695;	 1.079;
221,24;	 0.000;	-0.804;	-3.748;	 1.024;
221,26;	 0.000;	-0.543;	-4.066;	 1.573;
221,28;	 0.000;	-0.804;	-4.385;	 1.353;
221,3;	 0.000;	-0.491;	-4.173;	 1.243;
221,32;	 0.000;	-0.543;	-3.801;	 1.079;
221,34;	 0.000;	-0.230;	-3.960;	 1.134;
221,36;	 0.000;	-0.126;	-4.279;	 1.573;
221,38;	 0.000;	-0.334;	-4.332;	 1.518;
221,4;	 0.000;	-0.491;	-4.173;	 1.079;
221,42;	 0.000;	-0.074;	-4.226;	 1.628;
221,44;	 0.000;	-0.178;	-3.960;	 0.914;
221,46;	 0.000;	-0.647;	-4.173;	 1.408;
221,48;	 0.000;	-0.856;	-4.173;	 1.683;
221,5;	 0.000;	-1.065;	-4.385;	 2.013;
221,52;	 0.000;	-0.543;	-3.960;	 1.298;
221,54;	 0.000;	-0.439;	-3.854;	 1.463;
221,56;	 0.000;	-0.595;	-4.279;	 1.298;
221,58;	 0.000;	-0.960;	-4.491;	 1.463;
221,6;	 0.000;	-0.491;	-3.642;	 0.859;
221,62;	 0.000;	-0.700;	-4.226;	 1.793;
221,64;	 0.000;	-0.908;	-4.757;	 2.013;
221,66;	 0.000;	-1.221;	-4.757;	 1.079;
221,68;	 0.000;	-0.595;	-4.119;	 1.024;
221,7;	 0.000;	-0.700;	-4.385;	 1.188;
221,72;	 0.000;	-0.282;	-4.385;	 1.353;
221,74;	 0.000;	-0.387;	-3.907;	 0.914;
221,76;	 0.000;	-1.012;	-4.332;	 1.573;
221,78;	 0.000;	-0.595;	-4.013;	 1.188;
221,8;	 0.000;	-0.700;	-4.597;	 1.628;
221,82;	 0.000;	-0.647;	-4.226;	 1.518;
221,84;	 0.000;	-0.647;	-4.013;	 1.628;
221,86;	 0.000;	-1.117;	-4.226;	 2.068;
221,88;	 0.000;	-0.752;	-4.226;	 1.683;
221,9;	 0.000;	-0.804;	-4.385;	 1.793;
221,92;	 0.000;	-0.908;	-4.173;	 1.738;
221,94;	 0.000;	-0.908;	-4.703;	 2.123;
221,96;	 0.000;	-0.334;	-3.854;	 1.079;
221,98;	 0.000;	-0.856;	-4.597;	 1.903;
222;	 0.000;	-0.387;	-4.279;	 1.518;
222,02;	 0.000;	-0.856;	-4.810;	 1.793;
222,04;	 0.000;	-0.334;	-3.748;	 0.639;
222,06;	 0.000;	-0.491;	-4.597;	 1.958;
222,08;	 0.000;	-0.543;	-3.642;	 0.969;
222,1;	 0.000;	-0.647;	-4.438;	 1.573;
222,12;	 0.000;	-0.700;	-4.119;	 1.408;
222,14;	 0.000;	-0.856;	-4.438;	 1.848;
222,16;	 0.000;	-0.439;	-4.332;	 1.848;
222,18;	 0.000;	-0.804;	-4.279;	 1.683;
222,2;	 0.000;	-0.752;	-3.960;	 1.518;
222,22;	 0.000;	-0.856;	-4.385;	 1.793;
222,24;	 0.000;	-0.700;	-3.801;	 1.408;
222,26;	 0.000;	-0.230;	-3.588;	 1.408;
222,28;	 0.000;	-0.804;	-4.279;	 1.518;
222,3;	 0.000;	-0.960;	-4.279;	 1.738;
222,32;	 0.000;	-1.065;	-4.385;	 1.793;
222,34;	 0.000;	-0.491;	-3.323;	 0.969;
222,36;	 0.000;	-0.752;	-4.597;	 1.683;
222,38;	 0.000;	-0.647;	-4.597;	 1.408;
222,4;	 0.000;	-0.647;	-4.385;	 1.573;
222,42;	 0.000;	-0.543;	-3.695;	 1.243;
222,44;	 0.000;	-0.752;	-4.491;	 2.123;
222,46;	 0.000;	-0.126;	-3.535;	 0.859;
222,48;	 0.000;	-1.012;	-4.013;	 1.628;
222,5;	 0.000;	-0.752;	-3.695;	 1.298;
222,52;	 0.000;	-0.856;	-4.279;	 1.903;
222,54;	 0.000;	-0.647;	-3.748;	 1.573;
222,56;	 0.000;	-1.221;	-3.695;	 1.628;
222,58;	 0.000;	-0.439;	-3.642;	 1.243;
222,6;	 0.000;	-0.908;	-4.438;	 2.177;
222,62;	 0.000;	-0.700;	-3.748;	 0.969;
222,64;	 0.000;	-1.325;	-4.119;	 1.298;
222,66;	 0.000;	-0.908;	-4.703;	 1.793;
222,68;	 0.000;	-0.334;	-3.854;	 1.243;
222,7;	 0.000;	-0.334;	-4.173;	 1.463;
222,72;	 0.000;	-0.647;	-4.013;	 1.353;
